type_id,value,mean_similarity,ranks_above_own_pole,worst_own_pole,in_top_decile,top_cells
type12_autonomy_vs_collective,fairness,0.141106,True,0.103195,False,type12_autonomy_vs_collective:CB-acw-S6:oppose_tip_comply=0.247; type12_autonomy_vs_collective:CB-acw-S4:agree_refuse=0.231; type12_autonomy_vs_collective:CB-acw-S6:oppose_tip_refuse=0.217
type12_autonomy_vs_collective,desert,0.196229,True,0.103195,True,type12_autonomy_vs_collective:CB-acw-S4:oppose_tip_comply=0.326; type12_autonomy_vs_collective:CB-acw-S4:agree_refuse=0.319; type12_autonomy_vs_collective:CB-acw-S4:oppose_tip_refuse=0.308
type12_autonomy_vs_collective,mercy,0.112249,True,0.103195,False,type12_autonomy_vs_collective:CB-acw-S3:oppose_tip_refuse=0.190; type12_autonomy_vs_collective:CB-acw-S6:oppose_tip_comply=0.187; type12_autonomy_vs_collective:CB-acw-S6:oppose_tip_refuse=0.184
type12_autonomy_vs_collective,tradition,0.121563,True,0.103195,False,type12_autonomy_vs_collective:CB-acw-S3:oppose_tip_refuse=0.206; type12_autonomy_vs_collective:CB-acw-S6:oppose_tip_comply=0.179; type12_autonomy_vs_collective:CB-acw-S3:agree_refuse=0.174
type1_honesty_vs_care,kindness,0.220822,True,0.042935,True,type1_honesty_vs_care:CB-hc-S1:oppose_tip_B=0.341; type1_honesty_vs_care:CB-hc-S2:oppose_tip_B=0.297; type1_honesty_vs_care:CB-hc-S1:agree_A=0.290
type1_honesty_vs_care,impartiality,0.054425,True,0.042935,False,type1_honesty_vs_care:CB-hc-S1:oppose_tip_A=0.141; type1_honesty_vs_care:CB-hc-S4:oppose_tip_A=0.129; type1_honesty_vs_care:CB-hc-S2:oppose_tip_A=0.123
type1_honesty_vs_care,desert,0.101492,True,0.042935,False,type1_honesty_vs_care:CB-hc-S4:oppose_tip_A=0.179; type1_honesty_vs_care:CB-hc-S1:oppose_tip_A=0.176; type1_honesty_vs_care:CB-hc-S2:oppose_tip_A=0.171
type2_privacy_vs_care,kindness,0.070644,True,0.050189,False,type2_privacy_vs_care:CB-pc-S4:oppose_tip_A=0.181; type2_privacy_vs_care:CB-pc-S4:oppose_tip_B=0.140; type2_privacy_vs_care:CB-pc-S4:agree_B=0.130
type3_mercy_vs_desert,integrity,0.148477,True,0.079634,False,type3_mercy_vs_desert:CB-md-S4:oppose_tip_A=0.237; type3_mercy_vs_desert:CB-md-S4:oppose_tip_B=0.231; type3_mercy_vs_desert:CB-md-S4:agree_A=0.207
type3_mercy_vs_desert,authority,0.116738,True,0.079634,False,type3_mercy_vs_desert:CB-md-S4:oppose_tip_A=0.230; type3_mercy_vs_desert:CB-md-S4:oppose_tip_B=0.198; type3_mercy_vs_desert:CB-md-S1:oppose_tip_A=0.174
type3_mercy_vs_desert,care,0.123078,True,0.079634,False,type3_mercy_vs_desert:CB-md-S4:oppose_tip_A=0.188; type3_mercy_vs_desert:CB-md-S4:oppose_tip_B=0.187; type3_mercy_vs_desert:CB-md-S1:agree_B=0.179
type3_mercy_vs_desert,loyalty,0.098903,True,0.079634,False,type3_mercy_vs_desert:CB-md-S2:agree_A=0.161; type3_mercy_vs_desert:CB-md-S5:agree_A=0.156; type3_mercy_vs_desert:CB-md-S2:oppose_tip_A=0.152
type3_mercy_vs_desert,autonomy,0.085688,True,0.079634,False,type3_mercy_vs_desert:CB-md-S4:oppose_tip_A=0.153; type3_mercy_vs_desert:CB-md-S4:oppose_tip_B=0.148; type3_mercy_vs_desert:CB-md-S4:agree_A=0.131
type4_loyalty_vs_honesty,harm_avoidance,0.027650,True,0.020836,False,type4_loyalty_vs_honesty:CB-lh-S1:oppose_tip_B=0.066; type4_loyalty_vs_honesty:CB-lh-S3:agree_B=0.065; type4_loyalty_vs_honesty:CB-lh-S3:agree_A=0.064
type4_loyalty_vs_honesty,privacy,0.118529,True,0.020836,False,type4_loyalty_vs_honesty:CB-lh-S1:oppose_tip_B=0.213; type4_loyalty_vs_honesty:CB-lh-S1:agree_B=0.155; type4_loyalty_vs_honesty:CB-lh-S1:oppose_tip_A=0.153
type4_loyalty_vs_honesty,kindness,0.081054,True,0.020836,False,type4_loyalty_vs_honesty:CB-lh-S3:agree_B=0.181; type4_loyalty_vs_honesty:CB-lh-S3:agree_A=0.139; type4_loyalty_vs_honesty:CB-lh-S2:oppose_tip_A=0.129
type4_loyalty_vs_honesty,integrity,0.036191,True,0.020836,False,type4_loyalty_vs_honesty:CB-lh-S1:oppose_tip_B=0.193; type4_loyalty_vs_honesty:CB-lh-S1:agree_B=0.169; type4_loyalty_vs_honesty:CB-lh-S1:agree_A=0.152
type4_loyalty_vs_honesty,impartiality,0.031385,True,0.020836,False,type4_loyalty_vs_honesty:CB-lh-S2:oppose_tip_A=0.101; type4_loyalty_vs_honesty:CB-lh-S2:oppose_tip_B=0.098; type4_loyalty_vs_honesty:CB-lh-S1:oppose_tip_B=0.076
type4_loyalty_vs_honesty,authority,0.057257,True,0.020836,False,type4_loyalty_vs_honesty:CB-lh-S1:oppose_tip_A=0.132; type4_loyalty_vs_honesty:CB-lh-S1:oppose_tip_B=0.132; type4_loyalty_vs_honesty:CB-lh-S2:oppose_tip_A=0.131
type4_loyalty_vs_honesty,care,0.056430,True,0.020836,False,type4_loyalty_vs_honesty:CB-lh-S1:oppose_tip_B=0.187; type4_loyalty_vs_honesty:CB-lh-S1:agree_B=0.117; type4_loyalty_vs_honesty:CB-lh-S1:agree_A=0.117
type4_loyalty_vs_honesty,desert,0.069747,True,0.020836,False,type4_loyalty_vs_honesty:CB-lh-S4:oppose_tip_B=0.150; type4_loyalty_vs_honesty:CB-lh-S4:oppose_tip_A=0.136; type4_loyalty_vs_honesty:CB-lh-S1:oppose_tip_B=0.111
type4_loyalty_vs_honesty,collective_welfare,0.053230,True,0.020836,False,type4_loyalty_vs_honesty:CB-lh-S4:oppose_tip_B=0.097; type4_loyalty_vs_honesty:CB-lh-S1:oppose_tip_B=0.091; type4_loyalty_vs_honesty:CB-lh-S1:agree_B=0.082
type5_tradition_vs_autonomy,honesty,0.072558,True,0.068569,False,type5_tradition_vs_autonomy:CB-ta-S3:oppose_tip_A=0.128; type5_tradition_vs_autonomy:CB-ta-S3:oppose_tip_B=0.127; type5_tradition_vs_autonomy:CB-ta-S3:agree_A=0.119
type5_tradition_vs_autonomy,privacy,0.071395,True,0.068569,False,type5_tradition_vs_autonomy:CB-ta-S3:oppose_tip_B=0.154; type5_tradition_vs_autonomy:CB-ta-S5:oppose_tip_B=0.142; type5_tradition_vs_autonomy:CB-ta-S3:agree_A=0.141
type5_tradition_vs_autonomy,kindness,0.129206,True,0.068569,False,type5_tradition_vs_autonomy:CB-ta-S4:oppose_tip_A=0.213; type5_tradition_vs_autonomy:CB-ta-S1:agree_A=0.208; type5_tradition_vs_autonomy:CB-ta-S4:agree_B=0.196
type5_tradition_vs_autonomy,integrity,0.096771,True,0.068569,False,type5_tradition_vs_autonomy:CB-ta-S5:oppose_tip_B=0.179; type5_tradition_vs_autonomy:CB-ta-S5:oppose_tip_A=0.172; type5_tradition_vs_autonomy:CB-ta-S3:oppose_tip_A=0.160
type5_tradition_vs_autonomy,impartiality,0.149793,True,0.068569,False,type5_tradition_vs_autonomy:CB-ta-S3:oppose_tip_A=0.259; type5_tradition_vs_autonomy:CB-ta-S3:oppose_tip_B=0.243; type5_tradition_vs_autonomy:CB-ta-S3:agree_B=0.230
type5_tradition_vs_autonomy,authority,0.097709,True,0.068569,False,type5_tradition_vs_autonomy:CB-ta-S5:oppose_tip_B=0.194; type5_tradition_vs_autonomy:CB-ta-S5:oppose_tip_A=0.167; type5_tradition_vs_autonomy:CB-ta-S4:oppose_tip_B=0.157
type5_tradition_vs_autonomy,care,0.106140,True,0.068569,False,type5_tradition_vs_autonomy:CB-ta-S4:oppose_tip_A=0.196; type5_tradition_vs_autonomy:CB-ta-S4:oppose_tip_B=0.183; type5_tradition_vs_autonomy:CB-ta-S5:oppose_tip_B=0.172
type5_tradition_vs_autonomy,loyalty,0.132921,True,0.068569,False,type5_tradition_vs_autonomy:CB-ta-S4:oppose_tip_A=0.203; type5_tradition_vs_autonomy:CB-ta-S3:oppose_tip_B=0.190; type5_tradition_vs_autonomy:CB-ta-S5:oppose_tip_B=0.178
type5_tradition_vs_autonomy,fairness,0.104560,True,0.068569,False,type5_tradition_vs_autonomy:CB-ta-S4:oppose_tip_A=0.190; type5_tradition_vs_autonomy:CB-ta-S4:oppose_tip_B=0.167; type5_tradition_vs_autonomy:CB-ta-S3:oppose_tip_B=0.153
type5_tradition_vs_autonomy,desert,0.140619,True,0.068569,False,type5_tradition_vs_autonomy:CB-ta-S4:oppose_tip_A=0.288; type5_tradition_vs_autonomy:CB-ta-S4:oppose_tip_B=0.227; type5_tradition_vs_autonomy:CB-ta-S3:oppose_tip_B=0.209
type5_tradition_vs_autonomy,collective_welfare,0.112919,True,0.068569,False,type5_tradition_vs_autonomy:CB-ta-S4:oppose_tip_A=0.224; type5_tradition_vs_autonomy:CB-ta-S4:oppose_tip_B=0.161; type5_tradition_vs_autonomy:CB-ta-S4:agree_A=0.151
type6_authority_vs_autonomy,honesty,0.103565,True,0.055856,False,type6_authority_vs_autonomy:CB-aa-S2:oppose_tip_B=0.173; type6_authority_vs_autonomy:CB-aa-S2:oppose_tip_A=0.165; type6_authority_vs_autonomy:CB-aa-S2:agree_B=0.155
type6_authority_vs_autonomy,privacy,0.070078,True,0.055856,False,type6_authority_vs_autonomy:CB-aa-S1:oppose_tip_B=0.119; type6_authority_vs_autonomy:CB-aa-S1:oppose_tip_A=0.109; type6_authority_vs_autonomy:CB-aa-S2:oppose_tip_A=0.102
type6_authority_vs_autonomy,kindness,0.158494,True,0.055856,False,type6_authority_vs_autonomy:CB-aa-S5:oppose_tip_A=0.236; type6_authority_vs_autonomy:CB-aa-S4:oppose_tip_B=0.208; type6_authority_vs_autonomy:CB-aa-S5:oppose_tip_B=0.207
type6_authority_vs_autonomy,integrity,0.066218,True,0.055856,False,type6_authority_vs_autonomy:CB-aa-S4:oppose_tip_A=0.139; type6_authority_vs_autonomy:CB-aa-S4:oppose_tip_B=0.132; type6_authority_vs_autonomy:CB-aa-S1:oppose_tip_B=0.113
type6_authority_vs_autonomy,impartiality,0.134339,True,0.055856,False,type6_authority_vs_autonomy:CB-aa-S2:oppose_tip_B=0.244; type6_authority_vs_autonomy:CB-aa-S2:oppose_tip_A=0.231; type6_authority_vs_autonomy:CB-aa-S2:agree_B=0.208
type6_authority_vs_autonomy,care,0.126538,True,0.055856,False,type6_authority_vs_autonomy:CB-aa-S4:oppose_tip_A=0.189; type6_authority_vs_autonomy:CB-aa-S4:oppose_tip_B=0.183; type6_authority_vs_autonomy:CB-aa-S4:agree_B=0.158
type6_authority_vs_autonomy,loyalty,0.120543,True,0.055856,False,type6_authority_vs_autonomy:CB-aa-S1:oppose_tip_A=0.180; type6_authority_vs_autonomy:CB-aa-S1:oppose_tip_B=0.171; type6_authority_vs_autonomy:CB-aa-S1:agree_A=0.168
type6_authority_vs_autonomy,fairness,0.113438,True,0.055856,False,type6_authority_vs_autonomy:CB-aa-S1:agree_A=0.166; type6_authority_vs_autonomy:CB-aa-S1:oppose_tip_A=0.165; type6_authority_vs_autonomy:CB-aa-S1:oppose_tip_B=0.161
type6_authority_vs_autonomy,desert,0.178221,True,0.055856,True,type6_authority_vs_autonomy:CB-aa-S2:oppose_tip_B=0.214; type6_authority_vs_autonomy:CB-aa-S2:oppose_tip_A=0.212; type6_authority_vs_autonomy:CB-aa-S4:oppose_tip_A=0.212
type6_authority_vs_autonomy,collective_welfare,0.131999,True,0.055856,False,type6_authority_vs_autonomy:CB-aa-S2:agree_B=0.176; type6_authority_vs_autonomy:CB-aa-S4:oppose_tip_B=0.176; type6_authority_vs_autonomy:CB-aa-S2:oppose_tip_B=0.176
type6_authority_vs_autonomy,tradition,0.120721,True,0.055856,False,type6_authority_vs_autonomy:CB-aa-S4:oppose_tip_A=0.197; type6_authority_vs_autonomy:CB-aa-S4:oppose_tip_B=0.197; type6_authority_vs_autonomy:CB-aa-S4:agree_B=0.192
type7_harm_vs_autonomy,honesty,0.004841,True,-0.052707,False,type7_harm_vs_autonomy:CB-hva-S3:agree_refuse=0.049; type7_harm_vs_autonomy:CB-hva-S3:agree_comply=0.035; type7_harm_vs_autonomy:CB-hva-S3:oppose_tip_comply=0.024
type7_harm_vs_autonomy,privacy,-0.038848,True,-0.052707,False,type7_harm_vs_autonomy:CB-hva-S4:oppose_tip_comply=0.008; type7_harm_vs_autonomy:CB-hva-S5:oppose_tip_refuse=-0.003; type7_harm_vs_autonomy:CB-hva-S2:oppose_tip_refuse=-0.008
type7_harm_vs_autonomy,kindness,0.016582,True,-0.052707,False,type7_harm_vs_autonomy:CB-hva-S3:agree_refuse=0.068; type7_harm_vs_autonomy:CB-hva-S1:oppose_tip_refuse=0.057; type7_harm_vs_autonomy:CB-hva-S6:agree_refuse=0.055
type7_harm_vs_autonomy,integrity,-0.017204,True,-0.052707,False,type7_harm_vs_autonomy:CB-hva-S4:oppose_tip_comply=0.030; type7_harm_vs_autonomy:CB-hva-S2:agree_refuse=0.023; type7_harm_vs_autonomy:CB-hva-S2:oppose_tip_refuse=0.023
type7_harm_vs_autonomy,impartiality,0.000437,True,-0.052707,False,type7_harm_vs_autonomy:CB-hva-S1:oppose_tip_refuse=0.040; type7_harm_vs_autonomy:CB-hva-S1:agree_refuse=0.031; type7_harm_vs_autonomy:CB-hva-S1:oppose_tip_comply=0.030
type7_harm_vs_autonomy,authority,-0.002672,True,-0.052707,False,type7_harm_vs_autonomy:CB-hva-S1:oppose_tip_refuse=0.050; type7_harm_vs_autonomy:CB-hva-S4:agree_refuse=0.043; type7_harm_vs_autonomy:CB-hva-S4:oppose_tip_comply=0.042
type7_harm_vs_autonomy,care,-0.005249,True,-0.052707,False,type7_harm_vs_autonomy:CB-hva-S1:oppose_tip_refuse=0.068; type7_harm_vs_autonomy:CB-hva-S2:oppose_tip_refuse=0.060; type7_harm_vs_autonomy:CB-hva-S2:oppose_tip_comply=0.045
type7_harm_vs_autonomy,loyalty,-0.044702,True,-0.052707,False,type7_harm_vs_autonomy:CB-hva-S3:oppose_tip_comply=0.000; type7_harm_vs_autonomy:CB-hva-S4:oppose_tip_comply=-0.004; type7_harm_vs_autonomy:CB-hva-S2:oppose_tip_comply=-0.006
type7_harm_vs_autonomy,fairness,-0.017725,True,-0.052707,False,type7_harm_vs_autonomy:CB-hva-S3:oppose_tip_comply=0.048; type7_harm_vs_autonomy:CB-hva-S3:agree_comply=0.044; type7_harm_vs_autonomy:CB-hva-S3:oppose_tip_refuse=0.032
type7_harm_vs_autonomy,desert,0.043734,True,-0.052707,False,type7_harm_vs_autonomy:CB-hva-S4:oppose_tip_comply=0.085; type7_harm_vs_autonomy:CB-hva-S4:agree_refuse=0.082; type7_harm_vs_autonomy:CB-hva-S4:oppose_tip_refuse=0.072
type7_harm_vs_autonomy,mercy,-0.007176,True,-0.052707,False,type7_harm_vs_autonomy:CB-hva-S2:oppose_tip_refuse=0.029; type7_harm_vs_autonomy:CB-hva-S2:oppose_tip_comply=0.027; type7_harm_vs_autonomy:CB-hva-S1:oppose_tip_comply=0.021
type7_harm_vs_autonomy,collective_welfare,0.063086,True,-0.052707,False,type7_harm_vs_autonomy:CB-hva-S4:oppose_tip_refuse=0.101; type7_harm_vs_autonomy:CB-hva-S4:agree_refuse=0.093; type7_harm_vs_autonomy:CB-hva-S4:oppose_tip_comply=0.091
type7_harm_vs_autonomy,tradition,-0.006147,True,-0.052707,False,type7_harm_vs_autonomy:CB-hva-S2:oppose_tip_refuse=0.043; type7_harm_vs_autonomy:CB-hva-S1:oppose_tip_refuse=0.031; type7_harm_vs_autonomy:CB-hva-S1:agree_refuse=0.028
type8_harm_vs_privacy,kindness,0.089234,True,0.051378,False,type8_harm_vs_privacy:CB-hvp-S6:agree_refuse=0.157; type8_harm_vs_privacy:CB-hvp-S3:agree_refuse=0.151; type8_harm_vs_privacy:CB-hvp-S4:oppose_tip_comply=0.140
type8_harm_vs_privacy,integrity,0.065869,True,0.051378,False,type8_harm_vs_privacy:CB-hvp-S4:agree_refuse=0.140; type8_harm_vs_privacy:CB-hvp-S2:oppose_tip_refuse=0.137; type8_harm_vs_privacy:CB-hvp-S2:oppose_tip_comply=0.116
type8_harm_vs_privacy,authority,0.073512,True,0.051378,False,type8_harm_vs_privacy:CB-hvp-S4:oppose_tip_refuse=0.135; type8_harm_vs_privacy:CB-hvp-S4:oppose_tip_comply=0.131; type8_harm_vs_privacy:CB-hvp-S6:oppose_tip_comply=0.125
type8_harm_vs_privacy,care,0.122158,True,0.051378,False,type8_harm_vs_privacy:CB-hvp-S4:oppose_tip_comply=0.193; type8_harm_vs_privacy:CB-hvp-S4:oppose_tip_refuse=0.191; type8_harm_vs_privacy:CB-hvp-S3:agree_refuse=0.167
type8_harm_vs_privacy,fairness,0.094361,True,0.051378,False,type8_harm_vs_privacy:CB-hvp-S5:agree_refuse=0.159; type8_harm_vs_privacy:CB-hvp-S4:oppose_tip_comply=0.146; type8_harm_vs_privacy:CB-hvp-S4:oppose_tip_refuse=0.144
type8_harm_vs_privacy,autonomy,0.058792,True,0.051378,False,type8_harm_vs_privacy:CB-hvp-S6:oppose_tip_comply=0.111; type8_harm_vs_privacy:CB-hvp-S3:agree_refuse=0.110; type8_harm_vs_privacy:CB-hvp-S2:oppose_tip_refuse=0.102
type8_harm_vs_privacy,desert,0.058012,True,0.051378,False,type8_harm_vs_privacy:CB-hvp-S5:agree_refuse=0.098; type8_harm_vs_privacy:CB-hvp-S3:agree_refuse=0.097; type8_harm_vs_privacy:CB-hvp-S4:oppose_tip_refuse=0.085
type8_harm_vs_privacy,collective_welfare,0.053263,True,0.051378,False,type8_harm_vs_privacy:CB-hvp-S3:agree_refuse=0.094; type8_harm_vs_privacy:CB-hvp-S5:agree_refuse=0.085; type8_harm_vs_privacy:CB-hvp-S5:oppose_tip_refuse=0.083
type8_harm_vs_privacy,tradition,0.080300,True,0.051378,False,type8_harm_vs_privacy:CB-hvp-S3:agree_refuse=0.186; type8_harm_vs_privacy:CB-hvp-S3:oppose_tip_comply=0.137; type8_harm_vs_privacy:CB-hvp-S3:oppose_tip_refuse=0.126
type9_harm_vs_integrity,honesty,0.051645,True,-0.008717,False,type9_harm_vs_integrity:CB-hvi-S2:agree_refuse=0.197; type9_harm_vs_integrity:CB-hvi-S3:agree_refuse=0.128; type9_harm_vs_integrity:CB-hvi-S3:oppose_tip_refuse=0.105
type9_harm_vs_integrity,privacy,0.013865,True,-0.008717,False,type9_harm_vs_integrity:CB-hvi-S2:agree_refuse=0.104; type9_harm_vs_integrity:CB-hvi-S1:agree_refuse=0.098; type9_harm_vs_integrity:CB-hvi-S6:agree_refuse=0.071
type9_harm_vs_integrity,kindness,0.134959,True,-0.008717,False,type9_harm_vs_integrity:CB-hvi-S2:agree_refuse=0.367; type9_harm_vs_integrity:CB-hvi-S4:agree_refuse=0.205; type9_harm_vs_integrity:CB-hvi-S6:agree_refuse=0.196
type9_harm_vs_integrity,impartiality,0.079818,True,-0.008717,False,type9_harm_vs_integrity:CB-hvi-S2:agree_refuse=0.260; type9_harm_vs_integrity:CB-hvi-S1:agree_refuse=0.152; type9_harm_vs_integrity:CB-hvi-S2:oppose_tip_comply=0.134
type9_harm_vs_integrity,authority,0.052002,True,-0.008717,False,type9_harm_vs_integrity:CB-hvi-S2:agree_refuse=0.164; type9_harm_vs_integrity:CB-hvi-S1:agree_refuse=0.147; type9_harm_vs_integrity:CB-hvi-S3:oppose_tip_refuse=0.129
type9_harm_vs_integrity,care,0.067208,True,-0.008717,False,type9_harm_vs_integrity:CB-hvi-S2:agree_refuse=0.248; type9_harm_vs_integrity:CB-hvi-S3:oppose_tip_refuse=0.165; type9_harm_vs_integrity:CB-hvi-S3:oppose_tip_comply=0.160
type9_harm_vs_integrity,loyalty,0.031983,True,-0.008717,False,type9_harm_vs_integrity:CB-hvi-S2:agree_refuse=0.136; type9_harm_vs_integrity:CB-hvi-S3:oppose_tip_comply=0.093; type9_harm_vs_integrity:CB-hvi-S1:agree_refuse=0.092
type9_harm_vs_integrity,fairness,0.026555,True,-0.008717,False,type9_harm_vs_integrity:CB-hvi-S2:agree_refuse=0.174; type9_harm_vs_integrity:CB-hvi-S3:oppose_tip_comply=0.099; type9_harm_vs_integrity:CB-hvi-S3:oppose_tip_refuse=0.082
type9_harm_vs_integrity,autonomy,0.055914,True,-0.008717,False,type9_harm_vs_integrity:CB-hvi-S2:agree_refuse=0.222; type9_harm_vs_integrity:CB-hvi-S1:agree_refuse=0.167; type9_harm_vs_integrity:CB-hvi-S2:oppose_tip_refuse=0.114
type9_harm_vs_integrity,desert,0.103089,True,-0.008717,False,type9_harm_vs_integrity:CB-hvi-S3:oppose_tip_comply=0.224; type9_harm_vs_integrity:CB-hvi-S3:oppose_tip_refuse=0.218; type9_harm_vs_integrity:CB-hvi-S2:agree_refuse=0.185
type9_harm_vs_integrity,mercy,0.051596,True,-0.008717,False,type9_harm_vs_integrity:CB-hvi-S2:agree_refuse=0.160; type9_harm_vs_integrity:CB-hvi-S1:agree_refuse=0.125; type9_harm_vs_integrity:CB-hvi-S2:oppose_tip_refuse=0.099
type9_harm_vs_integrity,collective_welfare,0.085883,True,-0.008717,False,type9_harm_vs_integrity:CB-hvi-S2:agree_refuse=0.168; type9_harm_vs_integrity:CB-hvi-S2:oppose_tip_refuse=0.157; type9_harm_vs_integrity:CB-hvi-S2:oppose_tip_comply=0.155
type9_harm_vs_integrity,tradition,0.067667,True,-0.008717,False,type9_harm_vs_integrity:CB-hvi-S2:agree_refuse=0.164; type9_harm_vs_integrity:CB-hvi-S1:agree_refuse=0.131; type9_harm_vs_integrity:CB-hvi-S2:oppose_tip_refuse=0.111
