cell_id,honesty,harm_avoidance,privacy,kindness,integrity,impartiality,authority,care,loyalty,fairness,autonomy,desert,mercy,collective_welfare,sanctity,tradition
type11_integrity_vs_mercy:CB-imv-S1:agree_refuse,0.054409,0.116695,0.129479,0.146925,0.383954,0.058023,0.175084,0.105942,0.078202,0.166611,0.185115,0.094235,0.209881,0.091461,0.053986,0.208943
type11_integrity_vs_mercy:CB-imv-S1:oppose_tip_comply,0.031641,0.114807,0.137768,0.142597,0.357167,0.076494,0.174307,0.144366,0.053239,0.129068,0.194424,0.085306,0.206940,0.132984,0.020194,0.205954
type11_integrity_vs_mercy:CB-imv-S1:oppose_tip_refuse,0.044090,0.109891,0.144411,0.137309,0.350686,0.091730,0.183736,0.162905,0.096863,0.143119,0.234637,0.074691,0.209380,0.149101,0.015334,0.221963
type11_integrity_vs_mercy:CB-imv-S2:agree_comply,0.069090,0.013998,0.098291,0.066443,0.263010,0.037365,0.177297,0.099224,0.084753,0.145067,0.134699,0.090802,0.123955,0.125610,-0.054747,0.074350
type11_integrity_vs_mercy:CB-imv-S2:agree_refuse,0.044978,0.035604,0.079472,0.084347,0.286776,0.086798,0.233598,0.180713,0.151375,0.223199,0.256109,0.133233,0.206093,0.182541,0.019324,0.181835
type11_integrity_vs_mercy:CB-imv-S2:oppose_tip_comply,0.070649,0.038783,0.083648,0.087644,0.330276,0.087074,0.263669,0.164332,0.091939,0.154501,0.175382,0.155360,0.204637,0.162952,-0.011592,0.165974
type11_integrity_vs_mercy:CB-imv-S2:oppose_tip_refuse,0.044048,0.001175,0.059446,0.085883,0.295696,0.086320,0.244449,0.157420,0.096933,0.164646,0.177297,0.147335,0.174861,0.159387,-0.032797,0.160233
type11_integrity_vs_mercy:CB-imv-S3:agree_comply,0.071043,0.139905,0.097792,0.136678,0.259445,0.010458,0.108351,-0.001233,0.011210,0.137950,0.093029,0.060031,0.274429,0.002646,0.055678,0.080084
type11_integrity_vs_mercy:CB-imv-S3:agree_refuse,0.060916,0.166355,0.104593,0.138627,0.289634,0.032660,0.153422,0.032894,0.051560,0.149943,0.138896,0.079472,0.294065,0.046909,0.059904,0.117917
type11_integrity_vs_mercy:CB-imv-S3:oppose_tip_comply,0.018103,0.151093,0.106618,0.151636,0.246877,0.009052,0.137183,0.069330,0.040888,0.191810,0.117541,0.088071,0.320510,0.071178,0.062776,0.136578
type11_integrity_vs_mercy:CB-imv-S3:oppose_tip_refuse,0.003951,0.138417,0.089774,0.135820,0.228226,0.007641,0.137144,0.050217,0.071727,0.184138,0.130228,0.056201,0.287777,0.030936,0.066217,0.133535
type11_integrity_vs_mercy:CB-imv-S4:agree_comply,0.075740,0.026459,0.046578,0.102822,0.162743,-0.022005,0.117807,-0.047730,0.044515,0.107084,0.167073,0.093759,0.203641,0.151429,0.019504,0.222812
type11_integrity_vs_mercy:CB-imv-S4:agree_refuse,0.087290,0.058669,0.088074,0.103722,0.160728,-0.013652,0.112375,0.013558,0.107581,0.117102,0.227579,0.087842,0.260477,0.156787,0.020800,0.239698
type11_integrity_vs_mercy:CB-imv-S4:oppose_tip_comply,0.089754,0.042900,0.047046,0.118316,0.173583,-0.015378,0.130977,0.041244,0.087400,0.135867,0.173922,0.124248,0.249030,0.208675,0.032378,0.274752
type11_integrity_vs_mercy:CB-imv-S4:oppose_tip_refuse,0.076048,0.045224,0.064834,0.121447,0.174238,-0.006947,0.139068,0.039289,0.138718,0.143207,0.215130,0.106702,0.249078,0.179639,0.028506,0.275968
type11_integrity_vs_mercy:CB-imv-S5:agree_comply,0.065373,0.038835,0.171108,0.103009,0.202120,0.054393,0.138391,0.123064,0.144550,0.147603,0.133725,0.085517,0.218332,0.105488,0.053147,0.113010
type11_integrity_vs_mercy:CB-imv-S5:agree_refuse,0.039923,0.064634,0.141852,0.140783,0.225330,0.103011,0.143574,0.158752,0.198681,0.190059,0.208056,0.079690,0.232613,0.102310,0.111899,0.166181
type11_integrity_vs_mercy:CB-imv-S5:oppose_tip_comply,0.067221,0.096416,0.161854,0.123825,0.278214,0.107014,0.189013,0.208973,0.185047,0.225859,0.154146,0.090630,0.250448,0.150602,0.081765,0.182973
type11_integrity_vs_mercy:CB-imv-S5:oppose_tip_refuse,0.058281,0.078092,0.146432,0.120367,0.223329,0.089848,0.137482,0.202519,0.182356,0.190993,0.126881,0.081462,0.217576,0.130341,0.066638,0.156839
type11_integrity_vs_mercy:CB-imv-S6:agree_comply,0.180111,0.149393,0.075420,0.190474,0.277080,0.075906,0.093906,0.091262,0.041476,0.129843,0.156008,0.110721,0.338288,0.130127,0.084706,0.148526
type11_integrity_vs_mercy:CB-imv-S6:agree_refuse,0.142177,0.158965,0.108905,0.219332,0.305707,0.090394,0.106488,0.114041,0.066353,0.161484,0.188395,0.150354,0.382433,0.162429,0.103025,0.179097
type11_integrity_vs_mercy:CB-imv-S6:oppose_tip_comply,0.174957,0.161135,0.094297,0.230148,0.315474,0.132267,0.131194,0.119453,0.086787,0.157765,0.149907,0.154154,0.393213,0.149559,0.087176,0.173193
type11_integrity_vs_mercy:CB-imv-S6:oppose_tip_refuse,0.121006,0.131860,0.053087,0.196440,0.274967,0.079437,0.082346,0.085584,0.045371,0.128323,0.142828,0.143992,0.359928,0.135362,0.103051,0.151731
type12_autonomy_vs_collective:CB-acw-S1:agree_comply,0.012415,0.058857,0.047950,0.124000,0.090611,0.100671,0.103863,0.167308,0.155616,0.183409,0.100519,0.095045,0.125754,0.132210,0.042344,0.131034
type12_autonomy_vs_collective:CB-acw-S1:agree_refuse,0.033283,0.084321,0.066118,0.155233,0.127327,0.091490,0.095640,0.180374,0.183379,0.177634,0.108430,0.132755,0.145459,0.166286,0.070762,0.167858
type12_autonomy_vs_collective:CB-acw-S1:oppose_tip_comply,0.035877,0.084470,0.039409,0.100556,0.108713,0.116926,0.094198,0.175588,0.148527,0.212345,0.170339,0.127163,0.168790,0.179677,0.073463,0.172514
type12_autonomy_vs_collective:CB-acw-S1:oppose_tip_refuse,0.043935,0.039343,0.041159,0.078689,0.120451,0.102031,0.116510,0.160287,0.143145,0.206246,0.187666,0.064057,0.166991,0.152541,0.045800,0.182850
type12_autonomy_vs_collective:CB-acw-S2:agree_comply,-0.052111,0.072351,0.020675,0.013203,0.066825,0.019433,0.073634,0.079771,0.133251,0.102875,0.091411,-0.007415,0.020785,0.094342,0.086125,0.101570
type12_autonomy_vs_collective:CB-acw-S2:agree_refuse,-0.008212,0.062212,0.031374,0.016641,0.093403,0.066268,0.082156,0.084296,0.142031,0.135018,0.058582,0.040550,0.039337,0.151168,0.063722,0.109967
type12_autonomy_vs_collective:CB-acw-S2:oppose_tip_comply,0.025812,0.088160,0.091341,0.067099,0.148365,0.089485,0.093643,0.167675,0.158749,0.140900,0.137692,0.077902,0.067126,0.187277,0.063340,0.139919
type12_autonomy_vs_collective:CB-acw-S2:oppose_tip_refuse,0.024454,0.053115,0.078077,0.053628,0.113511,0.076889,0.089480,0.142589,0.141986,0.135123,0.121926,0.035566,0.060492,0.178754,0.029211,0.128826
type12_autonomy_vs_collective:CB-acw-S3:agree_comply,0.031319,0.015550,-0.019028,0.119824,-0.029771,0.116901,0.033636,0.148909,0.250496,0.150447,0.179106,0.124232,0.055563,0.166102,0.037079,0.198395
type12_autonomy_vs_collective:CB-acw-S3:agree_refuse,0.119815,0.105822,0.029989,0.148021,0.066620,0.150735,0.100068,0.154460,0.243756,0.097458,0.177654,0.149027,0.063938,0.166846,0.116127,0.194399
type12_autonomy_vs_collective:CB-acw-S3:oppose_tip_comply,0.105119,0.078551,0.054474,0.143480,0.065424,0.137619,0.080053,0.198785,0.284746,0.170227,0.220016,0.136748,0.146517,0.213477,0.105086,0.225558
type12_autonomy_vs_collective:CB-acw-S3:oppose_tip_refuse,0.081254,0.071444,0.086808,0.122108,0.105965,0.134991,0.158471,0.187944,0.205871,0.150711,0.259797,0.125635,0.158195,0.205853,0.134589,0.265364
type12_autonomy_vs_collective:CB-acw-S4:agree_comply,0.128984,0.110769,0.177022,0.100069,0.146403,0.242436,0.192376,0.257521,0.267307,0.245732,0.194415,0.246161,0.099639,0.218406,0.053063,0.120138
type12_autonomy_vs_collective:CB-acw-S4:agree_refuse,0.107693,0.106149,0.134390,0.133871,0.184499,0.177255,0.143619,0.228501,0.225323,0.252950,0.090988,0.279023,0.125663,0.248648,0.028816,0.105847
type12_autonomy_vs_collective:CB-acw-S4:oppose_tip_comply,0.103709,0.107080,0.177389,0.102041,0.188408,0.227171,0.192253,0.273383,0.290814,0.265629,0.202773,0.226336,0.170364,0.252837,0.074166,0.120311
type12_autonomy_vs_collective:CB-acw-S4:oppose_tip_refuse,0.105690,0.087697,0.169771,0.080711,0.144890,0.238387,0.158685,0.259392,0.328204,0.243430,0.191961,0.215319,0.162064,0.233922,0.042054,0.141891
type12_autonomy_vs_collective:CB-acw-S5:agree_comply,-0.024742,0.149705,-0.075824,0.050299,-0.032453,0.037655,-0.050442,0.177773,0.294665,0.090877,0.100202,0.129447,-0.010149,0.056157,0.056723,0.072648
type12_autonomy_vs_collective:CB-acw-S5:agree_refuse,0.022940,0.150522,-0.012292,0.094296,0.008489,0.090610,-0.025638,0.162288,0.316554,0.105809,0.093865,0.137583,0.044826,0.042846,0.098638,0.096616
type12_autonomy_vs_collective:CB-acw-S5:oppose_tip_comply,0.085171,0.160322,0.017825,0.178972,0.028071,0.071136,0.019487,0.242604,0.331079,0.171162,0.197995,0.168795,0.149023,0.126184,0.115084,0.149814
type12_autonomy_vs_collective:CB-acw-S5:oppose_tip_refuse,0.088598,0.172853,0.013073,0.173630,0.037668,0.041948,0.010631,0.217471,0.319075,0.179234,0.160794,0.166789,0.147553,0.093692,0.091216,0.121617
type12_autonomy_vs_collective:CB-acw-S6:agree_comply,0.074941,0.112162,0.050442,0.161969,0.155493,0.099250,0.141083,0.173814,0.160638,0.143375,0.158935,0.189269,0.160059,0.096278,0.121054,0.184586
type12_autonomy_vs_collective:CB-acw-S6:agree_refuse,0.082930,0.115944,0.084010,0.118957,0.162108,0.120026,0.158193,0.160111,0.209697,0.112420,0.127155,0.221375,0.119258,0.102679,0.155403,0.159234
type12_autonomy_vs_collective:CB-acw-S6:oppose_tip_comply,0.081297,0.113580,0.075126,0.160129,0.177559,0.157208,0.177192,0.198768,0.228693,0.182851,0.170523,0.218094,0.156480,0.166192,0.124012,0.172310
type12_autonomy_vs_collective:CB-acw-S6:oppose_tip_refuse,0.145068,0.168581,0.124743,0.200370,0.203865,0.189392,0.201058,0.233327,0.267634,0.182792,0.254810,0.229049,0.221127,0.159074,0.191501,0.227074
type1_honesty_vs_care:CB-hc-S1:agree_B,0.235752,0.113615,0.071726,0.234502,0.004229,0.086609,0.035705,-0.023860,0.146894,0.026359,0.105230,0.121116,0.134488,0.029796,0.038929,-0.012698
type1_honesty_vs_care:CB-hc-S1:agree_A,0.228692,0.142129,0.064897,0.252375,0.006869,0.099379,0.003088,0.028392,0.169021,0.082904,0.079892,0.148856,0.189732,0.049626,0.048512,0.004822
type1_honesty_vs_care:CB-hc-S1:oppose_tip_A,0.239050,0.103398,0.095650,0.210504,0.018457,0.142234,0.031116,0.006438,0.125889,0.042740,0.058633,0.135657,0.163315,0.026049,0.023509,0.021989
type1_honesty_vs_care:CB-hc-S1:oppose_tip_B,0.239633,0.127642,0.080195,0.233675,0.033674,0.101173,0.027055,0.025562,0.137729,0.042581,0.097039,0.128832,0.206807,0.016928,0.026736,0.043979
type1_honesty_vs_care:CB-hc-S2:agree_B,0.153041,0.052455,0.047506,0.203611,-0.022332,0.042190,0.050988,0.076992,0.096322,0.027078,0.152314,0.065997,0.170817,0.052707,0.000278,0.090965
type1_honesty_vs_care:CB-hc-S2:agree_A,0.226213,0.088657,0.087392,0.198843,0.067394,0.109378,0.105898,0.107826,0.115600,0.067131,0.126720,0.131175,0.231354,0.098152,-0.006682,0.126855
type1_honesty_vs_care:CB-hc-S2:oppose_tip_A,0.201600,0.077972,0.073496,0.230886,0.019616,0.061356,0.094423,0.109357,0.108365,0.028356,0.179173,0.123208,0.205372,0.077342,-0.006500,0.088590
type1_honesty_vs_care:CB-hc-S2:oppose_tip_B,0.228617,0.131574,0.112692,0.236864,0.077687,0.060670,0.131272,0.110978,0.128413,0.029260,0.193173,0.106989,0.206892,0.073753,0.017972,0.116204
type1_honesty_vs_care:CB-hc-S3:agree_B,0.170358,0.146227,0.082157,0.253312,0.044419,0.086834,0.058460,0.093099,0.086169,0.081226,0.068489,0.149574,0.213425,0.065543,0.026087,-0.009761
type1_honesty_vs_care:CB-hc-S3:agree_A,0.231719,0.202235,0.139133,0.225318,0.106142,0.154935,0.106179,0.161186,0.151221,0.099203,0.132671,0.177319,0.192442,0.080444,0.044270,0.025963
type1_honesty_vs_care:CB-hc-S3:oppose_tip_A,0.166726,0.076060,0.029531,0.168287,0.034828,0.089963,0.042794,0.064030,0.041137,0.007234,0.032464,0.123919,0.102673,0.037359,-0.026684,-0.083752
type1_honesty_vs_care:CB-hc-S3:oppose_tip_B,0.161596,0.118226,0.084508,0.200097,0.040449,0.072103,0.016499,0.085168,0.056423,0.026586,0.026966,0.126516,0.136995,0.018064,-0.022903,-0.057514
type1_honesty_vs_care:CB-hc-S4:agree_B,0.109728,0.041092,-0.021998,0.157969,-0.001812,0.067605,0.013418,0.032943,0.118524,0.020730,0.072971,0.167663,0.040966,0.062044,-0.026965,0.057500
type1_honesty_vs_care:CB-hc-S4:agree_A,0.076896,-0.004366,-0.041951,0.093314,0.014663,0.065447,0.024458,0.033355,0.096591,0.059011,0.059634,0.097281,0.009643,0.057538,-0.040753,0.111600
type1_honesty_vs_care:CB-hc-S4:oppose_tip_A,0.075784,-0.028577,-0.062534,0.108414,0.002697,0.065469,0.032528,0.002550,0.073430,0.031939,0.021313,0.098745,0.023835,0.026981,-0.044576,0.060144
type1_honesty_vs_care:CB-hc-S4:oppose_tip_B,0.077552,-0.007022,-0.069431,0.119513,-0.001439,0.052149,0.013686,0.015364,0.067585,0.026447,0.027099,0.101604,0.016142,0.036826,-0.045675,0.074986
type1_honesty_vs_care:CB-hc-S5:agree_B,0.048179,-0.007123,-0.102277,0.085993,-0.113138,-0.056965,-0.064726,0.015869,0.044441,-0.020815,0.030186,-0.025620,0.040301,0.001037,-0.029857,0.017893
type1_honesty_vs_care:CB-hc-S5:agree_A,0.122383,0.055635,0.037933,0.157197,-0.130928,0.032780,-0.023717,0.054971,0.074902,-0.006019,0.096392,0.012658,0.065359,-0.020491,0.008584,0.015515
type1_honesty_vs_care:CB-hc-S5:oppose_tip_A,0.135373,0.056296,0.039554,0.207685,-0.113628,0.085137,0.021242,0.130546,0.116009,0.069362,0.177922,0.048281,0.108762,0.039498,0.029139,0.073163
type1_honesty_vs_care:CB-hc-S5:oppose_tip_B,0.084333,0.088028,-0.020810,0.187365,-0.151859,0.019411,-0.048262,0.129765,0.105237,-0.008959,0.116926,0.064441,0.059000,-0.002923,0.009529,0.045455
type2_privacy_vs_care:CB-pc-S1:agree_A,-0.033073,0.092030,0.045204,0.009535,0.027457,0.068820,0.033164,0.056847,0.108143,0.142787,0.035240,0.032049,0.025803,0.008853,-0.061272,0.059817
type2_privacy_vs_care:CB-pc-S1:agree_B,0.001428,0.112006,0.071655,-0.002120,0.008800,0.043011,0.018946,0.041123,0.137996,0.117837,0.063889,0.019507,0.021548,-0.032109,-0.057781,0.032733
type2_privacy_vs_care:CB-pc-S1:oppose_tip_A,-0.000042,0.150761,0.082504,0.015178,0.084519,0.141777,0.077934,0.115311,0.210191,0.229414,0.106727,0.029304,0.077440,0.048620,0.028446,0.135236
type2_privacy_vs_care:CB-pc-S1:oppose_tip_B,-0.023793,0.166547,0.070261,0.054588,0.074403,0.131219,0.059168,0.142174,0.196482,0.272070,0.099204,0.043825,0.085346,0.066846,0.026153,0.122036
type2_privacy_vs_care:CB-pc-S2:agree_A,0.012930,-0.004405,0.039697,0.051059,0.025251,-0.076056,-0.008913,0.039362,0.044813,0.084871,0.053670,-0.009339,0.072746,0.089030,-0.086855,-0.039307
type2_privacy_vs_care:CB-pc-S2:agree_B,0.046894,0.027170,0.037539,0.119782,-0.016598,-0.066892,-0.007511,-0.007644,0.054819,0.069086,0.019185,-0.007926,0.087630,-0.007919,-0.067275,-0.078827
type2_privacy_vs_care:CB-pc-S2:oppose_tip_A,0.058481,-0.014593,0.050226,0.033399,0.050218,-0.047842,-0.011010,0.038923,0.045842,0.056228,0.019632,0.029407,0.086602,0.080921,-0.091507,-0.044711
type2_privacy_vs_care:CB-pc-S2:oppose_tip_B,0.044770,-0.016054,0.029886,0.032169,0.044578,-0.062088,-0.022719,0.038562,0.030413,0.046014,0.053319,0.017197,0.093029,0.095871,-0.076114,-0.023147
type2_privacy_vs_care:CB-pc-S3:agree_A,-0.009932,-0.011474,-0.039891,0.068344,-0.027315,0.009411,0.043740,0.080955,0.039424,0.024455,0.069859,0.001386,0.068278,0.018274,-0.087929,0.055599
type2_privacy_vs_care:CB-pc-S3:agree_B,0.012788,0.016701,-0.009346,0.091298,-0.022276,-0.002897,0.059291,0.056550,0.032712,0.008745,0.076557,-0.012592,0.083986,-0.006133,-0.096208,0.046113
type2_privacy_vs_care:CB-pc-S3:oppose_tip_A,-0.004323,0.059244,0.043768,0.052257,0.024181,0.037431,0.067804,0.153597,0.067223,0.114446,0.077054,0.044164,0.128902,0.050352,-0.064538,0.059499
type2_privacy_vs_care:CB-pc-S3:oppose_tip_B,-0.019795,0.015012,0.005214,0.044505,0.008266,0.039460,0.056700,0.095401,0.057828,0.041395,0.083441,0.020348,0.092004,0.011604,-0.085042,0.040887
type2_privacy_vs_care:CB-pc-S4:agree_A,0.047640,0.123358,-0.015186,0.124574,-0.020634,0.009434,0.012863,0.081665,0.073834,0.074303,0.116149,0.071740,0.083332,-0.010106,0.012577,0.086733
type2_privacy_vs_care:CB-pc-S4:agree_B,0.088223,0.073997,0.014016,0.133738,-0.012060,0.012621,0.009179,-0.018540,0.016652,0.032607,0.088051,0.008153,0.077319,-0.054008,-0.023674,-0.008781
type2_privacy_vs_care:CB-pc-S4:oppose_tip_A,0.090441,0.081445,0.008099,0.179525,0.002643,0.018010,0.020640,0.038851,0.028123,0.074600,0.084716,0.047778,0.109258,-0.017214,0.009802,0.054779
type2_privacy_vs_care:CB-pc-S4:oppose_tip_B,0.078359,0.104462,0.008059,0.125462,0.040594,0.033606,0.036302,0.061748,0.069182,0.095725,0.135742,0.031079,0.098278,0.011153,0.010994,0.103451
type2_privacy_vs_care:CB-pc-S5:agree_A,-0.000154,0.061016,-0.048613,0.083442,-0.003969,-0.011263,-0.055720,0.057761,0.110978,0.051319,0.070573,0.031743,0.047573,-0.035191,0.001592,0.099921
type2_privacy_vs_care:CB-pc-S5:agree_B,-0.027010,0.028845,-0.027973,0.080345,-0.065919,-0.066809,-0.026827,0.100400,0.132791,0.081282,0.075004,0.037091,0.017349,-0.059821,-0.022152,0.016226
type2_privacy_vs_care:CB-pc-S5:oppose_tip_A,0.025375,0.052072,-0.043822,0.063916,0.018905,0.049049,-0.023609,0.106388,0.148715,0.132847,0.127642,0.019272,0.123932,-0.005007,-0.005704,0.060607
type2_privacy_vs_care:CB-pc-S5:oppose_tip_B,-0.006650,0.028202,-0.039158,0.038965,0.015869,-0.014370,-0.046811,0.083305,0.088123,0.071410,0.068128,-0.025890,0.085636,-0.055413,-0.044870,0.018341
type3_mercy_vs_desert:CB-md-S1:agree_B,-0.012632,0.003269,0.145509,0.016240,-0.049582,0.036717,-0.008881,0.143525,0.059556,0.023185,0.087254,-0.052846,0.035132,0.063205,-0.122274,0.075342
type3_mercy_vs_desert:CB-md-S1:agree_A,-0.025904,0.003126,0.087977,-0.001822,-0.035457,0.018745,0.012630,0.113876,0.067215,0.015387,0.144681,-0.067175,0.099814,0.052655,-0.067187,0.100365
type3_mercy_vs_desert:CB-md-S1:oppose_tip_A,-0.009672,0.031220,0.104492,0.074806,0.057623,0.070305,0.103737,0.177946,0.142812,0.101416,0.195772,-0.001769,0.151932,0.136487,-0.037157,0.172520
type3_mercy_vs_desert:CB-md-S1:oppose_tip_B,0.000717,0.025465,0.089384,0.066859,0.063351,0.076223,0.116493,0.205182,0.153050,0.109108,0.190429,0.027531,0.216970,0.098331,-0.037701,0.180559
type3_mercy_vs_desert:CB-md-S2:agree_B,-0.006520,0.131927,0.012902,-0.024462,0.077915,-0.018549,0.053952,0.064922,0.060130,0.035321,0.039610,0.021416,0.137615,-0.002067,0.044965,-0.000343
type3_mercy_vs_desert:CB-md-S2:agree_A,0.010948,0.125491,0.042096,0.044010,0.113059,-0.007962,0.084662,0.130704,0.123672,0.094204,0.103879,0.031179,0.198563,0.098666,0.047125,0.096315
type3_mercy_vs_desert:CB-md-S2:oppose_tip_A,0.008976,0.089638,-0.001183,0.032700,0.113249,0.026000,0.114579,0.142874,0.122064,0.079629,0.107343,0.039345,0.208033,0.086546,0.042071,0.054534
type3_mercy_vs_desert:CB-md-S2:oppose_tip_B,-0.000740,0.067276,-0.001595,0.008210,0.113423,0.022351,0.130714,0.103211,0.083549,0.068738,0.092380,0.020438,0.194917,0.083297,0.043047,0.058634
type3_mercy_vs_desert:CB-md-S3:agree_B,-0.034764,0.003543,0.010773,0.011281,0.044847,0.012361,0.119852,-0.009245,0.113550,0.087984,0.113025,0.016223,0.133891,-0.034140,0.015511,0.058932
type3_mercy_vs_desert:CB-md-S3:agree_A,-0.073853,-0.004658,0.005276,0.011077,0.048987,0.005981,0.114425,0.013856,0.136513,0.084093,0.153893,0.009588,0.116882,-0.025601,-0.010999,0.096931
type3_mercy_vs_desert:CB-md-S3:oppose_tip_A,-0.053019,-0.008679,0.003878,0.007920,0.051971,-0.011513,0.095144,0.000270,0.104664,0.097487,0.132799,-0.007865,0.164832,-0.021074,0.003041,0.097016
type3_mercy_vs_desert:CB-md-S3:oppose_tip_B,-0.036918,0.003264,0.003656,0.000068,0.042352,-0.010188,0.080909,-0.012191,0.111838,0.074938,0.140973,0.018321,0.193328,-0.019269,0.006936,0.082330
